Status,Listing ID,Full Street Address,List Price,Subdivision/Neighborhood,Style,Structure Type,Beds,Bathrooms Full,Bathrooms Half,Levels/Stories,Fireplaces Total,Basement YN,Lot Size SqFt,Year Built,DOM,CDOM,Close Date,Close Price,Concessions Amt 
Closed,MDMC748770,4808 Aspen Hill Rd,"$425,000 ",ASPEN HILL PARK,Split Level,Detached,4,2,1,4,,Yes,7260,1959,19,19,5/21/2021,"$378,000 ","$1,435 "
Closed,MDAA456550,106 3rd Ave S,"$379,000 ",CROMWELL MANOR,Cape Cod,Detached,4,2,2,3,,Yes,7500,1951,9,9,4/1/2021,"$379,000 ",
Closed,MDAA2000102,921 Jay Ct,"$379,500 ",BROOKFIELD NORTH,Split Foyer,Detached,4,2,,1,,Yes,7000,1978,9,9,4/17/2021,"$379,500 ",
Closed,MDAA465870,102 Reavis Rd,"$379,990 ",LENNOX PARK,Ranch/Rambler,Detached,3,2,,1,,No,14810,1962,9,9,6/4/2021,"$379,900 ",
Closed,MDMC740058,4408 Fernhill Rd,"$375,000 ",VEIRS MILL VILLAGE,Ranch/Rambler,Detached,2,1,0,2,1,Yes,6139,1946,11,11,3/12/2021,"$380,000 ","$4,000 "
Closed,MDHW292326,9616 Baltimore Ave,"$375,000 ",LAUREL,"Raised Ranch/Rambler, Ranch/Rambler",Detached,3,2,,2,,Yes,9750,1960,4,4,5/21/2021,"$380,000 ",
Closed,MDAA460792,7736 Acrocomia Dr,"$345,000 ",HARMANS WOODS SOUTH,Split Foyer,Detached,4,3,,2,,No,7251,1985,0,0,4/20/2021,"$380,000 ",
Closed,MDBC528072,401 Harwood Rd,"$379,900 ",ROLLING HILLS,Ranch/Rambler,Detached,3,2,,2,1,Yes,8442,1953,5,5,6/14/2021,"$380,000 ",
Closed,MDAA457228,4 Tina Ct,"$349,900 ",WOODLAWN HEIGHTS,Split Foyer,Detached,4,3,,2,,Yes,8712,1997,2,2,3/2/2021,"$380,000 ","$3,500 "
Closed,MDMC746036,2805 Weisman Rd,"$380,000 ",WEISMANS SUB,Cape Cod,Detached,3,2,,3,,Yes,6130,1951,1,1,3/1/2021,"$380,000 ","$5,000 "
Closed,MDAA466752,1407 Seaboard Ct,"$375,000 ",WINDSWEPT ESTATES,Cape Cod,Detached,5,2,,3,1,Yes,5796,1994,1,1,5/21/2021,"$380,000 ",
Closed,MDAA463304,200 Homewood Rd,"$349,900 ",W BENTON SHIPLEY,Cape Cod,Detached,3,2,,3,,Yes,7500,1952,4,4,5/17/2021,"$380,000 ",
Closed,MDAA463318,815 Danza Rd,"$380,000 ",SEVERN,Other,Detached,4,2,1,2,1,Yes,16965,1972,1,1,3/29/2021,"$380,000 ","$2,000 "
Closed,MDCR203190,2420 Forest Hill Rd,"$379,500 ",FOREST HILL FARMS,Ranch/Rambler,Detached,3,2,,1,1,Yes,21780,1971,8,71,5/19/2021,"$380,000 ",
Closed,MDFR282584,105 Contour Rd,"$359,900 ",MT AIRY VILLAGE,Cape Cod,Detached,4,1,1,3,,Yes,5227,1986,3,3,6/10/2021,"$380,000 ",
Closed,MDAA454640,423 Old Line Ave,"$375,000 ",MARYLAND CITY,Ranch/Rambler,Detached,6,3,,2,1,Yes,8395,1965,12,12,3/17/2021,"$380,000 ","$10,000 "
Closed,MDHW289448,7323 Wye Ave,"$380,000 ",THE CEDARS,Victorian,Detached,4,2,1,3,,Yes,6098,1991,52,52,4/20/2021,"$380,000 ","$11,400 "
Closed,MDAA453546,7957 Covington Ave,"$380,000 ",PARKE WEST,Colonial,Detached,4,2,1,3,1,Yes,7900,1971,8,8,2/9/2021,"$380,000 ","$5,000 "
Closed,MDAA455390,7712 Siden Dr,"$325,000 ",HARMANS WOODS,Split Level,Detached,3,2,0,3,,Yes,8377,1984,3,3,2/11/2021,"$380,000 ",
Closed,MDBC522558,1212 Francis Ave,"$349,900 ",HALETHORPE,Colonial,Detached,4,2,,3,1,Yes,7840.8,1938,5,5,4/29/2021,"$380,000 ",
Closed,MDHW289950,6625 Pheasant Dr,"$380,000 ",HUNT CLUB ESTATES,Split Level,Detached,4,2,1,3,,No,16465,1958,1,1,2/24/2021,"$380,000 ","$14,581 "
Closed,MDMC749226,1409 Gleason St,"$349,000 ",CHESTNUT HILLS,Bungalow,Detached,2,1,,1,,No,5545,1949,6,6,4/26/2021,"$380,111 ",
Closed,MDMC758718,8132 Cambourne Ct,"$349,000 ",MILL CREEK SOUTH,Split Level,Detached,4,2,1,3,1,Yes,10188,1979,7,7,6/24/2021,"$380,500 ",
Closed,MDMC736678,4505 Bayne St,"$385,000 ",WHEATON WOODS,Ranch/Rambler,Detached,3,1,,1,,No,6683,1952,5,5,1/28/2021,"$381,000 ",
Closed,MDAA453712,315 Roosevelt Ave,"$390,000 ",GLEN BURNIE,Split Foyer,Detached,4,2,,3,1,Yes,7560,1981,8,8,1/22/2021,"$381,000 ","$2,750 "
Closed,MDAA462708,715 Quail Dr,"$382,500 ",PARKWOOD,Split Foyer,Detached,4,2,1,2,1,Yes,8128,1980,5,5,5/26/2021,"$382,500 ",
Closed,MDCR203740,1600 Brimfield Cir,"$375,000 ",BRIMFIELD,Cape Cod,Detached,3,2,1,3,1,Yes,8712,1987,6,6,5/21/2021,"$382,500 ",
Closed,MDAA465612,7708 Siden Dr,"$390,000 ",HARMANS WOODS,A-Frame,Detached,3,2,,3,,Yes,8503,1984,3,3,5/21/2021,"$382,500 ",
Closed,MDMC749810,12510 Holdridge Rd,"$369,000 ",GLENMONT HILLS,Ranch/Rambler,Detached,3,1,,1,,No,7114,1949,8,8,4/26/2021,"$383,000 ",
Closed,MDHW294040,7220 Old Friendship Way,"$355,000 ",NEW COLONY VILLAGE,Colonial,Detached,3,2,1,3,1,Yes,3958,2000,6,6,6/8/2021,"$383,000 ",
Closed,MDMC760144,20 Pavilion Dr,"$375,000 ",RELDA SQUARE,Ranch/Rambler,Detached,4,2,1,2,1,Yes,6187,1978,3,3,6/7/2021,"$383,100 ",
Closed,MDAA463332,1616 Old Bay Ln,"$436,720 ",QUAIL RUN,Colonial,Detached,4,2,1,2,1,Yes,7150,1995,29,29,6/1/2021,"$383,100 ",
Closed,MDHW288554,6112 Karas Walk,"$395,000 ",GLEN COVE ESTATES,Split Foyer,Detached,4,2,,2,,Yes,10660,1988,12,12,1/28/2021,"$384,460 ",
Closed,MDBC514458,13 N Morerick Ave,"$384,900 ",ROLLINGWOOD,Split Level,Detached,4,3,,2,,No,7527,1956,6,6,1/12/2021,"$384,900 ",
Closed,MDHW290516,9259 Feathered Head,"$370,000 ",OWEN BROWN,Split Foyer,Detached,5,2,,2,,Yes,6163,1977,5,5,3/22/2021,"$385,000 ",
Closed,MDPG599714,8307 Cypress St,"$385,000 ",NONE AVAILABLE,"Other, Traditional",Detached,4,2,,2,,No,6750,1989,7,7,5/12/2021,"$385,000 ",
Closed,MDAA466816,7715 Siden Dr,"$389,999 ",HARMANS WOODS,Split Foyer,Detached,4,2,0,2,,Yes,6500,1984,13,25,6/23/2021,"$385,000 ",
Closed,MDAA459896,1853 Statesman Ct,"$385,000 ",THE PROVINCES,Split Foyer,Detached,4,2,0,2,,Yes,7251,1979,7,7,4/21/2021,"$385,000 ",
Closed,MDAA456310,1804 Lasalle Pl,"$385,000 ",THE PROVINCES,Split Foyer,Detached,4,2,,2,1,Yes,7672,1979,4,4,2/26/2021,"$385,000 ","$5,000 "
Closed,MDAA456034,8322 Westside Dr,"$389,999 ",OAKDALE,Ranch/Rambler,Detached,4,2,,1,,Yes,26373,1958,14,14,3/19/2021,"$385,000 ","$6,000 "
Closed,MDMC753752,12840 Flack St,"$359,900 ",GLENMONT HILLS,Ranch/Rambler,Detached,3,1,,2,,Yes,6065,1949,8,8,6/25/2021,"$385,000 ",
Closed,MDAA463622,68 Greenknoll Blvd,"$365,900 ",GREENBRIAR,Split Foyer,Detached,3,2,,2,1,Yes,7231,1990,7,7,6/18/2021,"$385,000 ",
Closed,MDAA467946,742 Rosewood Rd,"$400,000 ",ELMHURST,Split Foyer,Detached,4,2,,2,1,No,9000,1979,1,1,6/4/2021,"$385,000 ",
Closed,MDCR203498,1616 Arrington Rd,"$375,000 ",NONE AVAILABLE,Ranch/Rambler,Detached,3,2,,2,1,Yes,25235,1971,3,3,5/18/2021,"$385,000 ","$6,500 "
Closed,MDAA100445,7521 Old Stage Rd,"$395,000 ",BROOKFIELD NORTH,Split Foyer,Detached,5,3,,2,1,Yes,8121,1977,5,5,2/23/2021,"$385,000 ",
Closed,MDAA465836,1920 Foxhound Ct,"$365,000 ",PROVINCES,Cape Cod,Detached,3,2,1,2,,No,7841,1972,5,5,5/28/2021,"$385,000 ",
Closed,MDHW288840,7245 Riding Hood Cir,"$365,000 ",OWEN BROWN,Victorian,Detached,3,2,1,3,1,Yes,3571,1986,4,4,2/5/2021,"$385,000 ",
Closed,MDCR201456,1012 Westward Dr,"$379,000 ",CONESTOGA HEIGHTS,Split Foyer,Detached,4,2,1,3,,Yes,12022,1988,3,21,1/14/2021,"$385,000 ",
Closed,MDAA454480,1245 Thompson Ave,"$385,000 ",THOMPSON FARMS,Colonial,Detached,3,1,1,2,,No,20001,1940,14,14,2/9/2021,"$385,000 ","$11,550 "
Closed,MDAA457284,1207 Hollyoak Rd,"$373,000 ",MAPLE RIDGE,Split Foyer,Detached,3,2,,2,1,Yes,10875,1973,16,16,3/30/2021,"$385,000 ",
Closed,MDAA454598,819 Danza Rd,"$385,000 ",DANZA VILLAGE,Ranch/Rambler,Detached,4,3,,2,1,Yes,14000,1964,2,2,1/14/2021,"$385,000 ",
Closed,MDHW291104,12405 Old Frederick Rd,"$410,000 ",MARRIOTTSVILLE,Ranch/Rambler,Detached,3,2,,2,1,Yes,43560,1957,12,12,4/28/2021,"$385,000 ",
Closed,MDAA455682,553 Old Stage Rd,"$389,900 ",NONE AVAILABLE,Split Level,Detached,4,2,1,3,1,No,7000,1984,4,4,2/18/2021,"$385,000 ",$500 
Closed,MDAA462572,1418 Macedonia Dr,"$385,720 ",HARMANS WOODS SOUTH,Colonial,Detached,3,2,1,3,,Yes,8525,1985,5,5,4/30/2021,"$385,720 ",
Closed,MDCR202542,2103 Stillwater Ct,"$379,999 ",OKLAHOMA ESTATES,Cape Cod,Detached,3,2,,2.5,1,Yes,18825,1983,19,19,4/14/2021,"$386,000 ",
Closed,MDCR202150,209 Montgomery Ave,"$375,000 ",MOUNT AIRY,"Bungalow, Cottage, Traditional",Detached,3,1,1,3,,Yes,7800,1945,11,11,3/24/2021,"$386,000 ",
Closed,MDHW289118,9324 Decatur Pl,"$380,000 ",BRUNKS ADD N LAUREL PARK,Split Foyer,Detached,3,2,1,2,,Yes,5488,1985,7,7,3/8/2021,"$386,250 ",
Closed,MDAA459404,249 Federalsburg S,"$386,500 ",MARYLAND CITY,Ranch/Rambler,Detached,4,2,0,2,,Yes,6954,1963,8,8,4/16/2021,"$386,500 ",
Closed,MDMC750850,12807 Crisfield Rd,"$387,000 ",CONN AVE ESTATES,Split Level,Detached,4,2,1,3,,Yes,6840,1955,1,1,5/28/2021,"$387,000 ",
Closed,MDHW288436,6959 Little Boots,"$420,000 ",VILLAGE OF OWEN BROWN,Cape Cod,Detached,4,3,,3,,Yes,11586,1976,17,17,3/1/2021,"$387,000 ","$11,610 "
Closed,MDAA453942,7934 Tower Court Rd,"$369,900 ",THE PROVINCES,Ranch/Rambler,Detached,4,2,,1,1,No,7150,1972,4,4,1/6/2021,"$387,000 ",
Closed,MDBC515726,1827 Clarke Blvd,"$375,000 ",SUPERIOR HEIGHTS,Colonial,Detached,3,2,2,3,,Yes,9900,2002,0,0,2/16/2021,"$387,000 ",
Closed,MDAA461350,306a Montfield Ln,"$384,990 ",JOHNSON FARM,Cape Cod,Detached,5,2,,1.5,,No,8800,1983,13,13,4/23/2021,"$387,490 ","$5,000 "
Closed,MDFR280750,13905 Penn Shop Rd,"$375,000 ",MT AIRY,Ranch/Rambler,Detached,4,1,1,2,1,Yes,40296,1979,2,2,5/21/2021,"$387,500 ","$14,015 "
Closed,MDCR202052,1353 W Liberty Rd,"$405,000 ",SYKESVILLE,Ranch/Rambler,Detached,4,2,0,2,2,Yes,43996,1972,21,21,4/21/2021,"$387,500 ",
Closed,MDHW288544,6641 Dovecote Dr,"$399,000 ",NONE AVAILABLE,Traditional,Detached,4,2,,2,,Yes,8929,1974,31,31,2/26/2021,"$388,000 ","$3,075 "
Closed,MDAA468056,7912 Tressel Ct,"$415,000 ",DELMONT STATION,Colonial,Detached,4,2,1,3,,Yes,11392,1990,11,11,6/4/2021,"$388,000 ",
Closed,MDBC514138,92-D Frederick Rd,"$375,000 ",OELLA,Colonial,Detached,3,2,1,2,,Yes,87991,1875,6,6,12/31/2020,"$388,500 ",
Closed,MDBC513254,1912 Rollingwood Rd,"$389,900 ",ROLLINGWOOD,Split Level,Detached,3,2,1,3,,Yes,7000,1955,47,47,3/15/2021,"$389,900 ","$9,500 "
Closed,MDMC740472,1501 Crawford Dr,"$389,000 ",ROCKCREST,Ranch/Rambler,Detached,3,1,,1,,No,8094,1951,3,3,3/9/2021,"$390,000 ","$7,800 "
Closed,MDPG589442,8309 Cypress St,"$390,000 ",OAK CREST,Ranch/Rambler,Detached,4,3,,2,1,Yes,6750,1993,7,7,12/30/2020,"$390,000 ","$7,800 "
Closed,MDAA464300,718 Winton Ave,"$375,000 ",MAPLE GLEN ESTATES,Split Foyer,Detached,4,1,1,2,1,Yes,7000,1983,4,4,6/4/2021,"$390,000 ",
Closed,MDAA462210,7928 Severn Tree Blvd,"$390,000 ",SEVERN,Split Foyer,Detached,3,1,1,2,,Yes,7015,1988,3,3,5/17/2021,"$390,000 ",
Closed,MDMC739154,12308 Atherton Dr,"$389,995 ",CONN AVE PARK,Cape Cod,Detached,3,1,,3,0,Yes,6076,1953,8,8,4/23/2021,"$390,000 ","$1,500 "
Closed,MDAA468330,3310 Sudlersville S,"$390,000 ",MARYLAND CITY,Ranch/Rambler,Detached,4,2,1,2,1,Yes,8050,1964,5,5,6/14/2021,"$390,000 ",
Closed,MDHW289920,9413 Dartmouth Rd,"$370,000 ",DALTON,Ranch/Rambler,Detached,3,2,,2,,Yes,31363,1961,5,5,2/24/2021,"$390,000 ",$185 
Closed,MDCR204002,207 Cross St,"$399,900 ",MT AIRY,Colonial,Detached,3,2,,3,1,Yes,14900,1910,19,19,6/15/2021,"$390,000 ",
Closed,MDMC740988,1906 Longmead Rd,"$432,000 ",WHEATON OUT RES. (2),Colonial,Detached,3,2,,3,1,Yes,20205,1959,15,15,4/12/2021,"$390,000 ",
Closed,MDBC528770,1726 Arlington Ave,"$390,000 ",RELAY,Traditional,Detached,3,2,,3,,Yes,10500,1930,0,0,5/10/2021,"$390,000 ",
Closed,MDAA461112,511 Stanhome Dr,"$400,000 ",STANHOME,Split Level,Detached,3,2,,3,,Yes,11179,1955,3,3,4/29/2021,"$390,000 ",
Closed,MDAA455072,7834 Citadel Dr,"$400,000 ",PROVINCES,Colonial,Detached,4,2,1,2,1,No,6000,1975,6,6,1/26/2021,"$390,000 ","$11,000 "
Closed,MDMC753112,10706 Maybrook Ave,"$390,000 ",KENSINGTON HEIGHTS,Raised Ranch/Rambler,Detached,4,2,1,2,,Yes,6707,1958,1,2,4/30/2021,"$390,000 ",
Closed,MDHW289362,5823 Augustine Ave,"$375,000 ",NONE AVAILABLE,"Colonial, Craftsman, Traditional",Detached,4,1,1,3,,Yes,21780,1890,4,4,2/17/2021,"$390,000 ","$10,000 "
Closed,MDBC522268,419 Oak Ct,"$350,000 ",HILTON,Cape Cod,Detached,3,2,,3,,Yes,7250,1951,6,6,4/16/2021,"$390,600 ",
Closed,MDFR281382,210 Contour Rd,"$369,999 ",MT AIRY VILLAGE,Split Level,Detached,3,2,,4,,Yes,9583,1985,5,5,6/4/2021,"$391,000 ",
Closed,MDCR203528,18 Paradise Ave,"$379,900 ",MOUNT AIRY,Victorian,Detached,4,2,,4,,Yes,27196,1912,8,8,5/18/2021,"$392,000 ",
Closed,MDAA459778,1885 Alderney Ct,"$374,900 ",THE PROVINCES,Split Foyer,Detached,4,2,,2,,Yes,7575,1973,10,10,4/30/2021,"$393,000 ",
Closed,MDHW290866,6532 Wingflash Ln,"$369,999 ",OWEN BROWN,Split Level,Detached,3,2,,3,,Yes,10715,1977,3,3,4/16/2021,"$393,000 ",
Closed,MDPG590134,8807 Montpelier Dr,"$392,499 ",MONTPELIER,Ranch/Rambler,Detached,4,2,0,1,1,No,13297,1967,3,3,1/7/2021,"$393,000 ",
Closed,MDPG590174,26 Post Office Ave,"$394,500 ",LAUREL,Colonial,Detached,3,1,1,2,,Yes,7918,1898,29,29,1/21/2021,"$394,000 ","$11,820 "
Closed,MDAA453512,506 2nd Ave SW,"$394,900 ",GLEN VIEW,Split Level,Detached,3,2,,3,1,Yes,8775,1956,21,71,1/8/2021,"$394,900 ",
Closed,MDAA460638,800 Lucky Rd,"$395,000 ",DANZA VILLAGE,Split Level,Detached,4,2,,2,1,No,12975,1966,11,11,5/21/2021,"$395,000 ","$5,000 "
Closed,MDAA458672,1415 Virginia,"$389,000 ",CEDARHURST,Ranch/Rambler,Detached,4,2,,2,2,Yes,10400,1955,3,3,3/10/2021,"$395,000 ",
Closed,MDHW289216,5022 Orchard Dr,"$399,900 ",NONE AVAILABLE,Cape Cod,Detached,4,2,1,3,,Yes,11238,1946,16,201,3/4/2021,"$395,000 ",
Closed,MDHW292026,9936 Hughes Ave,"$375,000 ",NONE AVAILABLE,Split Foyer,Detached,3,2,,2,,Yes,7500,1978,5,5,5/21/2021,"$395,000 ",
Closed,MDAA461192,710 Pamela Rd,"$389,500 ",GLEN BURNIE PARK,Split Level,Detached,4,2,,4,,Yes,6220,1958,4,4,4/16/2021,"$395,000 ",
Closed,MDMC763718,11813 Pittson Rd,"$3,955,000 ",GARRETT FOREST,Split Level,Detached,3,2,,3,,Yes,7500,1958,0,0,6/11/2021,"$395,000 ",
Closed,MDHW288844,5067 Thunder Hill Rd,"$405,000 ",OAKLAND MILLS,Split Level,Detached,3,2,0,4,,Yes,7224,1969,27,27,5/17/2021,"$395,000 ",
Closed,MDAA454672,510-A Stewart Ave,"$415,000 ",WILLOWDALE,Colonial,Detached,4,3,,3,,Yes,8822,2011,30,30,2/26/2021,"$395,000 ","$5,000 "
Closed,MDMC740622,203 Bradley Ave,"$389,000 ",TWINBROOK FOREST,Cape Cod,Detached,4,1,,2,1,No,6380,1954,6,6,1/28/2021,"$395,100 ",
Closed,MDCR201336,7065 Melstone Valley Way,"$394,900 ",MELSTONE VAL CLUSTER,Ranch/Rambler,Detached,3,2,1,2,,Yes,10485,1993,4,4,1/22/2021,"$395,500 ","$3,500 "
Closed,MDHW2000022,3629 Macalpine Rd,"$396,000 ",DUNLOGGIN,Ranch/Rambler,Detached,3,3,,2,1,Yes,23958,1962,0,0,4/30/2021,"$396,000 ",
Closed,MDCR202918,6519 Carroll Highlands Rd,"$399,900 ",CARROLL HIGHLANDS,Split Level,Detached,3,1,1,4,1,Yes,23697,1957,10,10,4/28/2021,"$396,500 ",
Closed,MDCR204192,7568 Braemar Ct,"$375,000 ",LEXINGTON RUN,Split Foyer,Detached,4,2,,2,,Yes,7492,1985,6,6,6/9/2021,"$397,500 ",
Closed,MDPG598666,6112 Goodman Rd,"$365,000 ",WEST LAUREL,Split Level,Detached,4,2,1,4,1,Yes,9375,1968,3,3,4/30/2021,"$398,000 ",
Closed,MDBC520350,1925 Windys Run Rd,"$399,000 ",CATON GLEN,Split Foyer,Detached,4,3,,2,,Yes,5401,1997,0,0,1/22/2021,"$399,000 ","$5,985 "
Closed,MDAA456676,409 Maple Ln NW #B,"$399,900 ",GLEN BURNIE,Split Foyer,Detached,4,2,1,2,,No,5400,2020,11,11,3/31/2021,"$399,900 ",
Closed,MDMC752004,518 Crabb Ave,"$385,000 ",MARYVALE,Ranch/Rambler,Detached,2,1,,1,,No,5000,1952,5,5,5/19/2021,"$400,000 ",
Closed,MDMC749794,103 Charles St,"$390,000 ",HARRIETT PARK,Cottage,Detached,2,1,,2,,No,6250,1955,6,6,4/23/2021,"$400,000 ",
Closed,MDMC761786,402 Woodburn Rd,"$399,758 ",SILVER ROCK,Ranch/Rambler,Detached,4,2,,2,,Yes,5700,1953,9,37,6/21/2021,"$400,000 ","$5,000 "
Closed,MDMC749536,11406 Wheaton Hill Dr,"$375,000 ",WHEATLEY HILLS,Ranch/Rambler,Detached,3,2,,2,,Yes,6924,1949,7,7,4/27/2021,"$400,000 ",
Closed,MDAA463744,7817 Redwood Tree Rd,"$400,000 ",ELMHURST,Split Foyer,Detached,4,1,1,2,,Yes,10150,1986,16,16,5/28/2021,"$400,000 ",
Closed,MDHW290028,4990 Eliots Oak Rd,"$379,000 ",HARPERS CHOICE,Split Foyer,Detached,3,1,1,2,,Yes,9350,1968,4,4,3/9/2021,"$400,000 ","$1,200 "
Closed,MDMC748550,11819 Old Drovers Way,"$375,000 ",RANDOLPH HILLS,Ranch/Rambler,Detached,3,1,1,2,,Yes,6288,1954,2,2,4/15/2021,"$400,000 ",
Closed,MDAA466058,3365 Wye Mls S,"$385,000 ",MARYLAND CITY,Ranch/Rambler,Detached,3,2,,2,,Yes,7590,1963,5,5,6/10/2021,"$400,000 ",
Closed,MDAA457848,8062 Telegraph Rd,"$375,000 ",SEVERN,Cape Cod,Detached,3,2,,3,,Yes,14549,1946,10,10,3/26/2021,"$400,000 ",
Closed,MDCR203394,503 Piney Run Ct,"$374,900 ",PINEY RUN ESTATES,Split Foyer,Detached,4,2,,2,1,Yes,66647,1978,3,3,5/26/2021,"$400,000 ",
Closed,MDAA465556,203 Turnwood Dr,"$400,000 ",ALLWOOD,Split Foyer,Detached,4,2,1,2,,Yes,6300,1986,5,5,6/4/2021,"$400,000 ",
Closed,MDMC749660,525 N Horners Ln,"$379,000 ",MARYVALE,Ranch/Rambler,Detached,3,2,,1,,No,6300,1977,7,7,5/7/2021,"$400,000 ",
Closed,MDPG590356,1020 10th St,"$399,000 ",FAIRLAWN,Ranch/Rambler,Detached,3,2,,2,,Yes,6000,1959,15,15,2/26/2021,"$400,000 ",
Closed,MDAA459106,864 Brighton Pl,"$389,999 ",TREVOR WOODS,Split Foyer,Detached,4,3,,2,1,Yes,7257,1984,4,4,3/19/2021,"$400,000 ","$2,000 "
Closed,MDAA455340,770 Rosewood Rd,"$410,000 ",ELMHURST,Split Foyer,Detached,3,2,,2,1,Yes,9000,1980,14,14,2/8/2021,"$400,000 ",
Closed,MDMC747466,1004 Hollywood Ave,"$375,000 ",SILVER SPRING,Contemporary,Detached,3,1,,1,,Yes,11374,1948,7,7,4/12/2021,"$400,000 ",
Closed,MDAA467466,404 Homewood Rd,"$400,000 ",LINTHICUM HEIGHTS,Ranch/Rambler,Detached,3,2,,2,,Yes,10000,1957,18,18,6/25/2021,"$400,000 ",
Closed,MDMC736402,714 1st St,"$399,900 ",BURGUNDY VILLAGE,Colonial,Detached,3,1,1,2,,No,6600,1955,42,42,1/29/2021,"$400,000 ","$6,000 "
Closed,MDCR202778,1305 Judges Ct,"$399,995 ",STRAWBRIDGE ESTATES,Ranch/Rambler,Detached,3,2,,2,2,Yes,50094,1974,4,4,4/15/2021,"$400,000 ",
Closed,MDHW288546,15485 Roxbury Rd,"$400,000 ",GLENWOOD,Cape Cod,Detached,3,2,,3,,Yes,37026,1949,62,62,3/19/2021,"$400,000 ",
Closed,MDPG590050,925 Nichols Dr,"$400,000 ",LAUREL GARDENS,Cape Cod,Detached,4,3,,3,,Yes,6000,1947,33,33,1/29/2021,"$400,000 ","$10,000 "
Closed,MDBC523932,2408 Old Frederick Rd,"$400,000 ",DEVERE ESTATES,Raised Ranch/Rambler,Detached,3,2,,2,,Yes,7000,1977,3,3,5/5/2021,"$400,000 ",
Closed,MDPG594252,24 4th St,"$369,900 ",NONE AVAILABLE,"A-Frame, Traditional",Detached,3,3,,2,,Yes,9750,1937,5,5,3/11/2021,"$400,000 ",
Closed,MDAA459064,200 Turnwood Dr,"$389,900 ",ALLWOOD,Split Foyer,Detached,6,4,,2,1,Yes,7000,1986,18,18,6/11/2021,"$400,000 ",
Closed,MDMC748816,18069 Cactus Ct,"$399,000 ",LAYTONIA,Colonial,Detached,4,3,,2,,No,5800,1970,9,9,5/17/2021,"$400,000 ",
Closed,MDPG596638,416 Laurel Ave,"$330,000 ",LAUREL,Cape Cod,Detached,4,1,,2,,Yes,6500,1919,4,4,3/26/2021,"$400,000 ",
Closed,MDCR202394,1006 Bruce Ct,"$349,900 ",CARROLL SQUARE,Split Foyer,Detached,4,2,1,2,1,Yes,20211,1973,14,14,5/28/2021,"$400,000 ",
Closed,MDHW293066,9561 Cissell Ave,"$375,000 ",NORTH LAUREL,Raised Ranch/Rambler,Detached,4,3,0,2,1,Yes,9500,1971,6,6,6/11/2021,"$400,000 ",
Closed,MDAA466954,1922 Huguenot Pl,"$390,000 ",THE PROVINCES,Ranch/Rambler,Detached,3,2,,1,,No,8513,1973,4,4,6/15/2021,"$400,000 ",
Closed,MDAA453594,105 N Hammonds Ferry Rd,"$389,000 ",NONE AVAILABLE,Craftsman,Detached,3,3,,3,1,Yes,7371,1935,51,51,3/25/2021,"$400,000 ","$8,500 "
Closed,MDHW292206,6924 S Carlinda Ave,"$400,000 ",MACGILLS COMMON,Colonial,Detached,4,2,1,3,1,Yes,7826,1978,1,1,3/29/2021,"$400,000 ",
Closed,MDAA454382,14 Greenknoll Blvd,"$385,000 ",GREENBRIAR,Colonial,Detached,3,2,1,3,,Yes,5284,1990,4,4,1/8/2021,"$400,000 ","$1,000 "
Closed,MDPG598634,13007 Brookmill Ct,"$389,900 ",MONTPELIER FOREST,Split Level,Detached,4,3,,3,,No,9500,1983,6,6,4/8/2021,"$400,000 ",
Closed,MDAA459708,506 Elizabeth Rd,"$395,000 ",GLEN BURNIE PARK,Split Level,Detached,3,2,1,4,1,Yes,25500,1963,3,3,4/6/2021,"$400,000 ",
Closed,MDAA459072,7732 Leaside Ct,"$364,900 ",HARMANS WOODS,Colonial,Detached,4,2,1,2,1,Yes,5125,1982,7,7,3/11/2021,"$400,000 ",
Closed,MDAA456646,730 Snowdon Ln,"$375,000 ",PARKE WEST ADD,Split Level,Detached,3,2,1,2,1,Yes,8687,1973,3,3,3/3/2021,"$400,000 ","$5,000 "
Closed,MDHW289008,9217 Osprey Ct,"$400,000 ",THUNDER HILL,"Bi-Level, Colonial",Detached,5,3,,3,1,Yes,12374,1971,30,30,2/23/2021,"$400,000 ","$10,000 "
Closed,MDAA454048,704 Radnor Ct,"$399,900 ",PARKE WEST,Colonial,Detached,5,2,1,3,,Yes,12400,1973,4,4,12/28/2020,"$400,000 ","$5,000 "
Closed,MDHW289746,10638 Green Mountain Cir,"$400,000 ",BRYANT WOODS,"Bi-Level, Split Level",Detached,3,2,1,2.5,1,Yes,14410,1968,3,3,2/25/2021,"$400,000 ",$200 
Closed,MDMC743294,19456 Saint Johnsbury Ln,"$399,900 ",FOX CHAPEL,Split Level,Detached,3,1,1,3,,Yes,6129,1972,4,4,3/22/2021,"$401,000 ",
Closed,MDAA461032,3293 Sudlersville S,"$372,900 ",LAUREL,Ranch/Rambler,Detached,5,3,,2,1,Yes,10350,1964,6,6,4/2/2021,"$401,000 ",
Closed,MDAA464048,317 Marganza S,"$399,900 ",MARYLAND CITY,Ranch/Rambler,Detached,5,3,,2,,Yes,6900,1963,6,6,5/5/2021,"$401,000 ",
Closed,MDAA461232,403 Kingwood Rd,"$369,900 ",KINGSTON HEIGHTS,Cape Cod,Detached,3,2,,2,1,Yes,10100,1953,3,3,4/19/2021,"$401,000 ",
